Gene_id,CTRL1,CTRL2,CTRL3,EVE1,EVE2,EVE3,description
TC008216,2700,3083,3022,3511,3146,3305,Hormone-sensitive lipase-like Protein 
TC008217,4439,4564,4889,5193,4871,4655,Ubiquitin thioesterase 
TC032853,46,64,41,49,32,56,None
TC007250,14339,15338,15987,14676,13877,13192,Interference hedgehog-like Protein 
TC007249,61,80,68,55,47,80,None
TC007248,5675,6220,6149,5383,5486,5753,None
TC008220,15290,14667,15986,17594,17465,17445,Eukaryotic translation initiation factor 3 subunit F 
TC007247,6465,7380,6455,7913,8432,9945,Croquemort 
TC008221,13121,13260,13752,15099,14278,14767,Membrane-associated progesterone receptor component 2-like Protein 
TC007246,343,350,349,393,374,384,None
TC008222,27492,29764,28915,23146,25556,25483,CREB-binding protein-like Protein 
TC007245,0,0,0,0,0,0,None
TC032854,1942,1970,2146,2741,2492,2560,None
TC008223,3258,3443,3473,3759,3506,3746,Translation initiation factor eIF-2B subunit delta-like Protein 
TC032855,13937,14025,14001,13306,13199,12867,None
TC031111,7173,6877,7511,8208,7717,7875,Serine/threonine-protein kinase CG17528-like Protein 
TC007242,1,1,2,0,1,4,None
TC032856,215,140,185,154,393,222,None
TC032857,302,268,279,225,507,285,None
TC007241,0,0,0,0,0,2,None
TC008228,3,0,3,5,5,5,None
TC008229,9,14,17,11,31,20,None
TC007240,2,0,3,0,4,5,None
TC008230,0,0,0,0,0,0,None
TC008231,2,3,3,3,8,3,None
TC007239,0,0,0,0,1,0,None
TC008232,2,2,2,3,4,5,None
TC007238,0,0,0,0,0,0,None
TC008233,8,5,5,5,7,7,None
TC007237,7,4,9,3,8,2,None
TC008234,1,1,0,2,0,1,None
TC007236,8,4,4,3,7,10,UPF0769 protein CG18675-like Protein 
TC008235,313,214,194,232,327,272,None
TC008236,607,490,429,401,603,814,None
TC007235,506,439,499,445,333,238,Facilitated trehalose transporter Tret1-2 homolog-like Protein 
TC007234,2092,2177,2130,2574,1985,2322,Zinc finger protein 143-like Protein 
TC008237,65,53,58,82,86,89,Ferritin 
TC007233,82,57,66,51,66,58,Ferritin 
TC008238,3665,3552,3816,3836,3924,3856,None
TC008239,4224,4585,4385,4709,3955,4611,Tetratricopeptide repeat protein 17-like Protein 
ENSRNA022722228,0,0,0,0,0,0,microRNA mir-210
TC008240,378,376,380,235,369,462,None
TC008241,4327,4616,4438,4718,4313,4171,Sorting nexin lst-4-like Protein 
TC008242,53,71,56,53,31,42,Tetraspanin 
TC034661,200,231,239,192,153,152,Transmembrane protein 237-like protein 
TC008243,615,758,735,704,790,909,DNA-binding protein D-ETS-4-like Protein 
TC007231,1784,2725,1784,2245,1942,2339,None
TC008244,4608,5496,4663,5431,4376,5422,None
TC034662,1186,1343,1198,1365,1193,1489,None
TC032858,830,865,938,1125,931,887,Protein cornichon-like Protein 
TC007229,67775,69817,70984,76927,74281,74572,Elongation factor 1-gamma-like Protein 
TC008245,4822,5251,5105,5943,6002,6227,Cleft lip and palate transmembrane protein 1 homolog-like Protein 
TC008246,7703,8353,8274,8336,8391,7271,"Alpha-1,4 glucan phosphorylase "
TC008247,2215,1574,2067,2373,4706,2970,None
TC008248,39,66,61,27,70,83,None
TC007228,962,1113,1126,1369,1156,1291,TBP-related factor-like Protein 
TC032859,240,279,247,353,368,428,LYR motif-containing protein 5-like Protein 
TC007227,351,391,348,313,353,503,Synaptotagmin 
TC008249,0,7,0,0,2,6,None
TC008250,168455,184015,191664,254830,240425,230494,None
TC007226,727,842,673,770,607,570,None
TC007225,0,0,0,1,0,0,None
TC007224,0,0,0,0,0,6,None
TC008252,0,0,0,0,0,0,None
TC007223,850,1068,1001,1139,1065,1231,Polypeptide N-acetylgalactosaminyltransferase 
TC032860,27,23,28,21,29,43,Glucose dehydrogenase -like Protein 
TC008255,1774,1628,1735,1731,1452,1350,Protein fuzzy-like Protein 
TC034663,4285,4566,4580,5276,5178,5999,KRR1 small subunit processome component homolog-like protein 
TC008256,6770,6702,7103,7893,7432,6969,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial "
TC007221,3448,3385,3643,3534,3464,3390,CD2 antigen cytoplasmic tail-binding protein 2 homolog-like Protein 
TC032861,12,19,6,6,22,28,None
TC034664,0,0,0,0,0,0,None
TC032862,5,9,8,1,2,6,None
TC034665,0,0,0,0,0,0,None
TC007219,13,21,18,27,16,30,Putative oxidoreductase YrbE-like Protein 
TC034666,0,0,0,1,0,2,None
TC030190,0,0,0,0,0,2,Gustatory receptor 
TC032863,4,6,4,7,4,7,None
TC007218,0,0,3,0,0,1,None
TC008258,6,5,3,0,8,7,None
TC007217,7,4,3,3,3,4,None
TC008259,5,6,2,6,3,3,None
TC007216,24,32,25,17,32,24,None
TC008260,30280,29722,30023,26173,28088,22335,Brain tumor protein 
TC032864,1818,1400,1615,1383,1366,808,None
TC007215,2,1,3,2,5,1,None
TC007214,2577,2704,2564,3323,2954,3385,Cathepsin O 
TC008261,73382,71918,76125,83313,81306,83140,40S ribosomal protein S3-like Protein 
TC007213,5496,5596,5624,6512,6646,6806,Krueppel homolog 2-like Protein 
TC008262,1352,1366,1514,1725,1748,2229,WW domain-containing oxidoreductase-like Protein 
TC007212,1081,1190,1100,1261,1164,1310,Ras-related protein Rab-26-like Protein 
TC008263,13919,14885,14679,15648,15391,14908,None
TC007211,477,523,480,522,456,501,"Putative asparagine--tRNA ligase, mitochondrial-like Protein "
TC008264,3609,3793,3774,3892,3796,3800,None
TC007210,1968,1971,2028,2547,2412,2543,Protein FAM114A2-like Protein 
TC007209,2739,2786,2975,3279,2991,3348,Protein-L-isoaspartate O-methyltransferase 
TC007208,2165,2423,2346,3120,2822,2514,Phosphoserine phosphatase-like Protein 
TC008265,52,47,60,98,132,330,Voltage-dependent calcium channel subunit alpha-2/delta-4-like Protein 
TC007207,4,1,2,2,5,4,None
TC008266,165,191,155,98,92,144,GABA-gated ion channel 
TC007206,3532,3802,3899,4607,4407,4509,Tumor suppressor candidate 3-like Protein 
TC007205,1070,1163,1193,1225,1129,1245,"Translation factor GUF1 homolog, mitochondrial "
TC032865,790,844,835,964,860,913,"Translation initiation factor IF-3, mitochondrial-like Protein "
TC008267,23,15,25,35,26,43,Serine protease P79 
TC032866,8,3,3,1,14,13,None
TC007204,254,284,336,162,263,206,Spondin-1-like Protein 
TC007203,107,128,122,52,69,95,Spondin-1-like Protein 
TC008268,26,14,14,8,27,12,None
TC007202,1373,1448,1490,1665,1392,1609,Coiled-coil domain-containing protein 94-like Protein 
TC008269,2,2,3,2,3,5,None
TC032867,21,22,32,16,27,35,None
TC008270,16521,17671,19586,10815,12787,10728,G2/mitotic-specific cyclin-A-like Protein 
TC008271,2177,2283,2338,2298,2256,2474,"39S ribosomal protein L28, mitochondrial-like Protein "
TC007200,3988,4182,4138,3992,3489,4237,Putative phosphorylase b kinase regulatory subunit alpha-like Protein 
TC008272,1102,1105,1052,1129,1048,1127,None
TC008273,7768,8699,8359,9553,8115,9171,Choline/ethanolaminephosphotransferase 1-like Protein 
TC007199,19121,19217,20134,17591,18925,17855,Chromatin-remodeling complex ATPase chain Iswi-like Protein 
TC008274,1191,1227,1266,1274,1094,1058,Centrin 2 
TC007198,2870,2942,3230,3120,2945,2916,Ribose-5-phosphate isomerase-like Protein 
TC008275,6703,6505,7155,5199,4950,3245,Chaoptin-like Protein 
TC008276,49,60,48,37,56,57,Putative family 31 glucosidase KIAA1161-like Protein 
TC034667,0,0,0,0,0,0,None
TC008277,14,14,7,10,10,5,None
TC034668,0,0,0,0,0,0,None
TC008278,0,1,1,1,1,2,None
TC032868,0,0,0,0,0,0,None
TC034669,0,0,0,0,0,0,None
TC032870,220,192,202,302,289,408,None
TC032871,24,21,30,27,63,68,None
TC007197,34,45,44,67,84,103,Carbonic anhydrase-related protein 10-like Protein 
TC007196,0,0,0,0,0,0,None
TC032872,623,539,516,674,545,536,Connectin-like Protein 
TC032873,390,417,394,562,298,212,Leucine-rich repeat transmembrane neuronal protein 1-like Protein 
TC007194,206,245,237,467,304,281,Eyegone 
TC007193,13129,12963,13702,12151,11926,12939,G2/mitotic-specific cyclin-A-like Protein 
TC008282,2008,2194,2209,2383,2140,2333,Exosome complex component RRP43-like Protein 
TC007192,4104,4674,4574,4255,4360,4573,None
TC007191,784,647,686,862,799,853,T-complex protein 11-like protein 1 
TC008283,52,52,43,42,45,49,None
TC007190,10075,10526,10646,11041,10650,10987,"Putative apoptosis-inducing factor 1, mitochondrial-like Protein "
TC007189,28,27,24,24,28,39,Lipase 
TC032874,3088,3198,3187,2683,2695,2150,None
TC007186,162,173,159,131,150,138,Lipase 
TC007185,5,3,3,0,3,4,Lipase 
TC032875,2,1,3,0,2,0,Lipase 
TC032876,3,4,3,2,1,7,Lipase 
TC034670,0,0,1,2,4,8,Lipase 1-like protein 
TC007182,3,3,3,2,4,6,Lipase 
TC032877,19388,18928,19565,15131,15013,15353,Protein dachsous-like Protein 
TC032878,7,16,10,9,5,7,Facilitated trehalose transporter Tret1-2 homolog-like Protein 
TC032879,2986,3070,3098,1593,2196,2258,Protein dachsous-like Protein 
TC007179,813,871,968,1016,954,939,None
TC007178,4807,5211,5167,5798,5654,5764,Eukaryotic translation initiation factor 3 subunit K 
TC007177,1524,1515,1622,1874,1640,2015,Syntaxin 13 
TC008291,18045,19617,18916,15310,14989,14077,Protein turtle-like Protein 
TC008292,184,263,187,284,256,338,Protein turtle-like Protein 
TC008293,4135,4951,4803,5662,6167,5711,Protein white-like Protein 
TC008294,6881,7070,7021,8824,7958,8321,WD repeat-containing protein 26 homolog-like Protein 
TC007176,2850,2957,2918,3415,3366,3801,Zinc finger protein 622-like Protein 
TC008295,0,1,0,1,1,0,None
TC032880,1044,1190,1107,1050,836,954,None
TC030419,9,1,1,0,1,4,Odorant receptor 301 
TC032881,888,874,726,881,1092,961,None
TC008296,846,984,731,1171,1246,1964,Zinc transporter 4-like Protein 
TC007174,2,2,2,1,3,5,None
TC007173,50437,52320,50990,44309,45156,44513,Spectrin beta chain-like Protein 
TC008297,1223,1483,1205,1470,1040,1447,Transmembrane protein 184C-like Protein 
TC008298,112,104,92,84,120,121,Outer dense fiber protein 3-like protein 2 
TC007172,14,17,9,13,22,22,None
TC007171,1512,1590,1694,1292,1235,1093,UPF0609 protein CG1218-like Protein 
TC008299,2240,2319,2276,2762,2236,1891,Aldo-keto reductase family 1 member B10-like Protein 
TC008300,3,3,4,2,1,10,Aldo-keto reductase family 1 member C4-like Protein 
TC008301,7,3,15,4,21,10,Alcohol dehydrogenase -like Protein 
TC007170,48,57,58,76,110,146,Neuropeptides capa receptor-like Protein 
TC007169,10,15,6,11,16,22,Gamma-aminobutyric acid type B receptor subunit 2-like Protein 
TC007168,861,950,858,887,749,879,Zinc finger protein 544-like Protein 
TC008302,251,371,343,384,383,495,Cytochrome P450 301A1 
TC007167,145,153,177,108,129,96,Cytochrome P450 301B1 
TC008303,4900,5319,4989,4929,4166,4848,None
TC008304,6498,6627,6435,7057,6902,7304,Amyloid beta A4 protein-binding family B member 2-like Protein 
TC008305,2,0,1,0,0,0,None
TC007166,0,1,1,0,2,0,None
TC008308,42,28,33,36,61,36,Carbonic anhydrase-related protein 10-like Protein 
TC008306,0,0,0,0,0,1,None
TC031112,1,2,1,3,1,1,None
TC007163,3744,3957,4002,4561,4353,4557,Sterol regulatory element-binding protein 1-like Protein 
ENSRNA022722238,0,0,0,0,0,1,microRNA mir-33
TC007162,11168,13007,11909,14685,12819,10978,None
TC008309,9,6,13,4,1,1,None
TC007161,5,3,6,0,2,2,None
TC008310,13,16,13,14,17,15,None
TC007160,2,0,3,2,0,1,None
TC008311,37044,36607,37947,43000,41606,41500,60S ribosomal protein L31-like Protein 
TC008312,1309,1267,1332,1580,1352,1480,Dynactin subunit 5-like Protein 
TC032882,2780,2724,2750,2575,2093,1676,G1/S-specific cyclin-D3-like Protein 
TC008313,23,17,13,17,12,13,None
TC007157,6126,6529,6066,5836,5411,5867,None
TC008314,1235,1353,1397,1448,1052,1430,Transcription factor Ken-like Protein 
TC007156,18587,20037,18821,19354,17646,18688,THO complex subunit 2-like Protein 
TC008315,5700,5919,5859,5562,5331,5541,Serine palmitoyltransferase 2-like Protein 
TC008316,3834,3715,3791,3528,3519,3952,Chromatin complexes subunit BAP18-like Protein 
TC007155,459,349,384,308,243,253,Nicotinic acetylcholine receptor subunit alpha10 
TC007154,158,162,194,155,371,511,DNA-binding protein D-ETS-6-like Protein 
TC007153,748,730,765,893,797,901,Trafficking protein particle complex subunit 4-like Protein 
TC008317,1922,2209,2050,2545,2397,2489,Etoposide-induced protein 2.4 homolog-like Protein 
TC007152,703,748,765,848,820,830,Transforming growth factor beta regulator 1-like Protein 
TC008318,3040,3242,3190,3534,3348,3555,Actin-57B-like Protein 
TC007151,1928,1837,1806,2061,1898,2160,ATPase ASNA1 homolog 
TC007150,17,8,11,8,19,18,None
TC008319,0,0,0,0,0,0,Cyclin-dependent kinases regulatory subunit 
TC008320,902,905,924,1125,934,1110,Vesicle-associated membrane protein 7-like Protein 
TC008321,2712,2615,2794,1904,2150,2034,None
TC032883,4669,4765,4662,3567,3239,3035,None
TC008324,4431,4912,4683,5809,5566,6320,"Histidine--tRNA ligase, cytoplasmic-like Protein "
TC008326,28,38,40,41,41,77,Potassium voltage-gated channel protein eag-like Protein 
TC008325,0,0,0,0,0,0,Putative E3 ubiquitin-protein ligase sinah-like Protein 
TC008327,0,0,1,1,1,1,None
TC008328,1,0,0,0,0,0,None
TC008329,3283,3608,3478,4467,4351,3652,None
TC007149,1154,1362,1193,711,773,1000,Protein kinase C-binding protein NELL1-like Protein 
TC008330,6,14,10,8,4,8,None
TC008331,1329,1430,1499,1590,1368,1485,None
TC007148,69,89,70,70,61,77,None
TC007147,2255,2740,2432,2333,2363,2734,None
TC008332,1861,2127,1990,2105,1996,2254,Mesoderm induction early response protein 3-like Protein 
TC032884,3,0,2,1,3,3,Copia protein-like Protein 
TC007146,13536,15001,13904,10912,13851,14168,Low-density lipoprotein receptor-related protein 4-like Protein 
TC007145,195,207,185,210,258,248,GABA-gated ion channel 
TC008334,66,74,66,68,101,126,Cys-loop ligand-gated ion channel subunit 
TC008335,7,7,9,13,4,9,None
TC007144,5,5,5,6,6,8,None
TC008337,8012,8536,8097,8695,8364,8698,Histone-lysine N-methyltransferase 
TC007143,83,90,86,92,111,139,Serine/threonine-protein phosphatase 
TC032885,7,13,6,13,7,11,None
TC008338,2196,2570,2532,2849,2373,2837,Polypeptide N-acetylgalactosaminyltransferase 
TC008339,596,612,622,806,884,787,ATP-dependent (S)-NAD(P)H-hydrate dehydratase 
TC008340,10,25,13,17,11,18,None
TC008341,254,272,261,275,255,286,None
TC032886,41,23,25,27,34,38,None
TC008343,8023,8455,8342,9469,8508,8596,Calumenin-like Protein 
TC007141,664,741,752,789,676,745,Rhombotin-1-like Protein 
TC008344,0,0,0,0,0,0,None
TC007140,0,1,1,1,0,1,None
TC008345,2,1,2,5,4,1,None
TC008346,6,6,8,3,7,4,None
TC008347,4,6,4,7,8,2,None
TC007138,6,9,10,10,5,5,None
TC007137,1,4,0,0,1,0,None
TC007136,244,213,216,146,301,340,Muscle LIM protein Mlp84B-like Protein 
TC032887,34,18,18,24,26,31,None
TC034671,0,0,0,0,0,0,Pancreatic secretory trypsin inhibitor-like protein 
TC007135,0,1,0,1,0,1,Muscle-specific protein 20-like Protein 
TC007134,3,4,5,2,1,3,None
TC007133,0,0,1,0,0,0,Paired mesoderm homeobox protein 2B-like Protein 
TC008348,1,2,3,1,1,4,Glucose dehydrogenase -like Protein 
TC007132,2,0,0,1,2,6,None
TC007131,119,157,151,98,139,154,None
TC008349,0,0,0,0,0,0,RWD domain-containing protein 2A-like Protein 
TC007130,515,475,479,507,490,566,Anaphase-promoting complex subunit 10 
TC008350,773,778,874,1128,985,915,Putative RNA helicase armi-like Protein 
TC034672,123,137,124,230,193,167,None
TC032889,11,9,15,22,19,29,None
TC007128,90,102,110,130,170,266,None
TC007127,268,204,288,767,541,373,Nose resistant to fluoxetine protein 6-like Protein 
TC007126,5,18,10,12,17,20,Bardet-Biedl syndrome 7 protein homolog-like Protein 
TC008351,73,102,102,64,83,73,None
TC008352,99,87,106,87,110,107,None
TC007125,2136,2119,2103,2437,2364,2584,Toll-interacting protein-like Protein 
TC008353,8650,8857,8748,8344,8662,8689,None
TC007124,3303,3295,3466,3741,3768,4013,Charged multivesicular body protein 2a-like Protein 
TC008354,10742,11005,11009,11528,12305,11689,NtpA 
TC007123,3659,3962,4051,4192,4206,4704,Something about silencing protein 10-like Protein 
TC008355,5007,5709,5586,5259,4386,5363,None
TC032890,0,3,0,1,0,1,None
TC032891,7,4,5,1,3,4,None
TC008357,152,138,138,222,158,134,Maltase A1-like Protein 
TC008358,4,6,2,3,13,15,Maltase A1-like Protein 
TC008359,3,4,3,2,5,7,Maltase A1-like Protein 
TC008360,1,1,2,1,3,0,None
TC007122,0,0,0,0,0,1,None
TC032892,26,18,29,10,9,7,None
TC032893,5795,5012,5914,3241,2889,1816,None
TC007118,0,0,1,0,0,2,None
TC032894,4,2,1,1,2,2,None
TC007116,0,0,0,0,0,1,None
TC032895,5,8,6,7,6,4,None
TC007115,0,0,0,0,1,1,None
TC008362,2,2,0,0,0,0,None
TC032896,0,3,0,0,0,0,CRISP/Allergen/PR-1-like Protein 
TC032897,1,1,0,2,0,1,None
TC008364,1,0,1,1,3,1,CRISP/Allergen/PR-1-like Protein 
TC007114,1925,1735,1925,2055,1998,1967,Protein FAM177A1-like Protein 
TC008365,587,536,650,480,491,533,None
TC007113,2115,2102,2063,2346,2311,2702,Programmed cell death protein 2-like Protein 
TC031113,74,66,76,40,59,91,Sphingomyelin phosphodiesterase-like Protein 
TC007112,3,2,4,6,4,7,None
TC032898,811,702,631,752,861,879,None
TC032899,187,214,242,157,250,257,None
TC008369,1094,1081,1219,1009,1349,1331,None
TC007111,7701,7984,7835,8086,7381,7735,None
TC008370,0,0,0,0,0,0,None
TC008371,0,0,0,0,0,0,Glutaredoxin 
TC008372,11908,12756,12597,13370,13451,14028,"Leucine--tRNA ligase, cytoplasmic-like Protein "
TC007110,8200,7774,7852,7024,6552,6724,None
TC008373,0,1,0,2,3,1,None
TC008374,4,3,3,3,1,3,None
TC007109,2,6,4,5,4,1,None
TC031114,331,319,351,252,264,295,None
TC007108,2,1,1,1,0,2,None
TC008375,0,0,1,3,0,1,None
TC008376,0,4,2,4,1,0,None
TC008377,0,0,0,0,0,2,None
TC008378,1,0,1,3,0,2,None
TC008379,0,1,0,2,0,0,None
TC007106,1920,2177,2085,2398,2106,2310,Glycosyltransferase-like protein LARGE2 
TC008380,1207,1278,1242,1443,1302,1320,Conserved oligomeric Golgi complex subunit 8-like Protein 
TC007105,0,0,0,0,0,0,None
TC007104,78,84,91,54,85,110,PDF receptor-like Protein 
TC007103,885,1074,971,964,748,1079,Nitrilase and fragile histidine triad fusion protein NitFhit-like Protein 
TC034673,720,852,725,703,698,708,Rho GTPase-activating protein 26-like protein 
TC008381,291,308,335,374,286,333,None
TC007101,5840,6265,6608,7305,8073,7777,Protein goliath-like Protein 
TC007100,192,207,237,244,256,271,4-coumarate--CoA ligase-like 5 
TC008382,10885,10614,10846,11101,11380,11698,None
TC007099,1112,1141,1072,1270,1251,1184,Very long-chain-fatty-acid--CoA ligase bubblegum-like Protein 
TC008383,2853,3118,2931,3640,2987,3175,Multidrug resistance protein homolog 65-like Protein 
TC007098,2271,2426,2300,2394,2181,1501,4-coumarate--CoA ligase 1-like Protein 
TC007097,2340,2488,2326,3278,2988,3143,Putative 4-coumarate--CoA ligase 3-like Protein 
TC008384,349,383,336,348,339,423,None
TC007096,210,249,218,238,186,263,Putative 4-coumarate--CoA ligase 3-like Protein 
TC032949,15252,14921,15740,18081,18268,18532,Reticulon-4-like Protein 
TC007095,20,12,14,23,18,20,None
TC007094,145,132,121,115,108,127,TBC1 domain family member 19-like Protein 
TC008388,4218,4458,4468,4350,4230,3917,None
TC008389,3242,3327,3394,3909,3590,4077,Ragulator complex protein LAMTOR1-like Protein 
TC007093,1879,1986,1939,2278,2117,2102,Protein YIPF 
TC008390,4,8,4,3,4,11,None
TC032948,43,39,42,45,31,47,None
TC008392,54,27,79,21,94,51,None
TC032947,6,5,3,8,5,1,None
TC032946,366,413,510,292,647,684,None
TC007092,886,906,1069,1700,1722,1549,None
TC007091,39,54,57,64,49,127,None
TC007090,4,8,1,2,2,9,Nose resistant to fluoxetine protein 6-like Protein 
TC007089,12883,13487,14713,8896,8995,7413,None
TC008398,44,66,54,46,29,25,None
TC008399,7,3,5,1,2,5,None
TC007088,51,57,50,57,50,33,None
TC008400,51604,69645,69801,114933,101784,117185,Adult-specific rigid cuticular protein 12.4-like Protein 
TC032945,88591,105651,99230,122492,114811,122661,Adult-specific rigid cuticular protein 12.4-like Protein 
TC032944,6,8,6,4,4,5,None
TC031116,936,1031,1067,1141,1022,1103,None
TC032943,1990,1986,2085,2310,2304,2451,rRNA-processing protein FCF1 homolog-like Protein 
